,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88 :=
1,0,2455.991592,717.4410178,1419.622665,77.62281331,2426.730251,487.92861,1370.606548,2140.086788,1582.47648,2551.385379,169.8799278,646.0803233,2575.905525,834.7469496,478.3641313,739.188159,954.5542284,203.5931921,190.2190161,2406.816542,1897.4113,406.5023563,1157.79533,760.3853376,1624.419309,1511.690683,1400.77897,1326.896363,2442.138913,1095.166088,2451.980186,2118.476022,877.0413794,532.5118367,747.447867,294.2116729,1811.66582,2559.475697,316.9560781,2502.434419,1020.313497,1226.791345,569.2600789,1090.198036,2457.904204,1148.860513,505.6088359,295.9320748,1266.102475,1012.288804,1192.759506,421.3244204,287.8008176,1069.101988,1023.567921,1187.216598,810.4512944,892.6528462,1084.41517,153.4360796,1973.138595,100.122264,564.758348,2152.249669,912.6340437,1155.997428,2467.213823,829.3464005,138.0626605,595.5955134,52.98817314,439.7050404,1762.308931,156.8532719,1602.619522,1396.533123,2401.773536,215.2375934,979.9605304,2437.178072,179.4257565,133.6042808,606.9473252,1927.80245,331.6731446,1361.15696,258.1195527
2,2455.991592,0,1745.770842,1379.742044,2396.802397,115.9163124,1983.362729,1248.812457,365.947824,1210.271021,292.9616293,2322.208109,1813.788602,344.0136858,2152.540363,1981.554521,1744.946754,1611.332062,2302.75114,2599.722485,955.515297,710.9123856,2052.51395,1684.81209,1784.66038,842.3363185,1233.824098,1216.653934,1187.273064,820.7051783,1363.134649,26.57538605,454.5380804,1591.258085,2124.221647,1939.365106,2372.898541,673.4095968,330.737449,2140.342169,351.6081418,1526.099879,1276.022269,1900.498911,2343.9611,200.099615,1315.872933,1954.974393,2200.812666,1202.037966,1533.227507,1608.919468,2238.437661,2287.531059,1629.820289,1441.494513,1273.978752,1674.823521,1853.063824,1481.647094,2581.446243,581.4129861,2516.695389,1912.121719,666.3911215,2000.230005,1301.906614,786.0946017,1628.398656,2457.233441,2135.16059,2415.232462,2057.024068,713.6884735,2303.408775,888.0365817,1271.00097,355.7088773,2569.3149,1486.094271,923.4025889,2329.831373,2381.336723,1882.217355,925.1058399,2658.109009,1195.359024,2517.649096
3,717.4410178,1745.770842,0,937.920876,666.6641344,1723.515518,237.8808421,798.5843185,1444.800646,1047.211908,1833.949978,606.5666991,163.5391042,1858.57864,862.4730184,276.4717267,85.94428002,481.6765715,596.521389,853.9569056,1732.40945,1241.210613,310.9773011,822.8728491,394.4137384,908.6509788,973.5054827,820.619276,688.3669508,1751.806689,406.6774129,1743.177538,1436.727938,259.078756,589.1410778,585.4836641,714.352186,1121.545266,1842.106988,412.4121025,1785.384887,353.606036,591.9900153,250.2346118,1188.577834,1741.057846,432.2024791,211.832182,456.1612964,587.1199624,346.5819257,809.7300532,638.6943717,618.4877672,671.9829744,306.4753109,472.2065224,122.0807473,659.6920203,552.7461054,836.1401377,1256.302028,771.683784,171.0231997,1446.73699,808.6989778,463.1134102,1773.115654,175.1322117,711.6672455,653.3537297,681.9352536,400.3779493,1069.573276,572.5448204,885.2133144,730.8502535,1684.85261,825.296265,327.6616015,1758.133917,620.1860916,664.8696678,292.7639444,1243.573219,920.3433551,660.3780276,780.0800858
4,1419.622665,1379.742044,937.920876,0,1343.378432,1298.865374,1106.654642,224.3209059,1014.040528,188.5539831,1604.137601,1251.469417,866.7524753,1648.64614,821.5009972,994.354401,1005.928762,484.0086259,1219.990997,1605.586956,1889.460677,671.0247389,1114.111227,327.3160297,666.0405637,874.7468057,146.1752914,236.2059512,412.6795523,1832.349998,648.0108332,1363.127093,932.7566451,679.1867237,926.1503916,700.1992424,1214.052979,751.5772476,1630.68253,1138.128091,1603.067119,1056.077276,440.4378923,895.0298712,967.022228,1485.765961,795.0132238,1053.326943,1287.01125,558.5094167,1056.119558,258.948635,1055.899444,1158.694623,353.6004971,821.8250991,766.8161613,977.6239578,567.3559604,385.3686642,1572.091611,1200.256386,1511.47519,1076.756815,1491.540588,665.1805658,640.6756667,1829.476731,764.2729582,1490.006749,899.2554882,1367.486007,983.8338841,736.8725611,1269.759461,946.3395191,1212.000392,1524.996122,1608.148747,634.9693174,1891.319872,1246.895435,1300.385909,836.7504785,1465.914602,1724.0829,1044.57309,1599.049104
5,77.62281331,2396.802397,666.6641344,1343.378432,0,2365.133977,445.364219,1297.788666,2076.862906,1507.356813,2498.583251,92.43195,583.5942175,2524.18929,762.5556365,415.5129032,695.6299427,880.7081231,125.9703817,267.7951446,2373.543445,1828.889898,357.2483763,1080.204366,686.0282201,1569.281125,1436.873485,1328.244484,1258.676839,2404.565029,1034.15677,2392.216131,2052.804924,812.1623431,455.6070951,669.828611,231.0629127,1747.987235,2507.57945,257.150359,2451.504008,982.6863244,1158.879862,502.437874,1025.936811,2403.34679,1095.436621,455.9581799,277.241603,1202.563031,974.7114045,1115.443114,347.0681474,212.4670243,992.3597407,971.0091712,1132.411883,765.9423708,815.0314572,1011.549804,230.9472974,1922.703828,176.5006132,522.597696,2109.134717,836.7322017,1095.255036,2428.488992,768.4902061,196.3403473,519.9996226,24.63929525,366.1438648,1699.234051,94.27542778,1550.874139,1362.305735,2351.115794,289.3101223,916.016589,2402.762801,102.1703086,62.04326113,536.3262328,1891.207763,407.0758128,1318.596019,322.2334808
6,2426.730251,115.9163124,1723.515518,1298.865374,2365.133977,0,1961.371253,1181.166876,297.1179494,1124.34902,408.8751241,2287.888466,1781.58039,459.9031537,2085.710803,1949.692006,1728.534163,1557.977872,2266.978823,2576.28283,1058.762707,627.8552899,2026.457422,1610.430964,1736.727718,833.7111831,1152.6941,1148.426332,1135.024864,926.9479408,1331.564755,89.58419243,366.2871475,1554.855904,2074.237915,1882.574917,2329.944024,622.6316285,446.6479574,2110.013027,465.7134272,1524.615381,1227.569347,1865.277511,2265.545679,312.6985643,1298.376101,1930.157758,2179.657442,1163.845597,1531.433028,1534.943624,2191.462375,2246.851599,1564.114694,1422.802175,1254.747651,1659.627296,1789.960946,1425.85397,2556.290831,620.6773591,2491.235273,1892.094313,747.2551171,1931.824429,1270.768075,893.9677079,1597.399698,2434.775766,2081.067396,2384.353123,2018.623224,668.1152193,2272.512536,890.2762461,1294.389993,461.1782139,2548.782333,1450.091815,1028.504756,2294.377148,2346.699686,1843.021463,989.7139668,2641.203147,1204.84535,2500.594261
7,487.92861,1983.362729,237.8808421,1106.654642,445.364219,1961.371253,0,996.9524637,1681.982561,1237.213533,2066.975373,400.4347207,239.9077799,2090.382699,836.3093059,165.5287796,251.3139091,624.9904816,399.26357,616.4555661,1929.863921,1470.245277,96.18176447,931.4723818,472.0890561,1144.983462,1163.246382,1022.334065,908.298203,1959.272873,639.7283797,1980.916582,1671.840126,455.5814645,511.2168828,599.8901964,541.2977134,1357.700474,2074.12816,210.3779389,2016.285819,537.8702492,809.08916,235.8150794,1159.134695,1975.860106,668.5189026,55.44836865,218.444264,818.8909341,529.930369,936.4502652,511.9331124,448.361135,796.578011,542.601365,709.4677024,322.5245618,714.4565711,727.1719806,599.6643011,1486.895195,535.6791779,77.25668011,1664.964491,826.5940018,697.8929824,1983.124976,385.0870843,473.8909666,588.8603696,457.5462224,289.1805708,1306.085933,353.8084121,1118.045882,918.8834874,1915.46299,587.5240046,544.9956646,1958.447302,418.285996,454.8805021,304.1808053,1446.196168,684.3175447,873.9776027,544.6306029
8,1370.606548,1248.812457,798.5843185,224.3209059,1297.788666,1181.166876,996.9524637,0,885.9473917,252.448735,1448.109967,1209.013861,762.2570285,1489.662935,904.6505075,911.7674663,855.2582678,418.930103,1180.852808,1548.464982,1681.477924,568.3028004,1022.555518,444.6849408,614.0573756,659.7809585,181.4439984,33.28832416,189.5708672,1631.664174,454.3412556,1235.325238,823.660031,544.4268819,926.4943609,715.6498877,1204.705536,587.1075333,1471.569967,1067.816758,1437.605905,861.278215,235.3477534,812.6220899,1107.390619,1331.945268,586.670546,947.5662489,1196.31889,339.6519731,862.2717535,369.1593841,1052.714594,1135.342163,383.2262654,630.9436685,554.3007588,815.7037185,610.7555833,286.241528,1518.698893,1001.934382,1455.199885,954.2449917,1288.815436,751.5013527,435.5514144,1631.617261,624.304389,1421.757789,918.8596475,1320.704475,931.6551834,561.1504832,1215.088735,726.8054997,990.770198,1353.367959,1541.518136,474.4760641,1685.72404,1208.697241,1263.125443,765.3765699,1247.329482,1652.94402,822.5418027,1520.431172
9,2140.086788,365.947824,1444.800646,1014.040528,2076.862906,297.1179494,1681.982561,885.9473917,0,846.7497635,608.3888341,1997.978878,1494.055823,657.1171737,1790.5595,1662.017711,1455.964654,1261.143058,1976.208374,2294.063435,1110.047816,347.7872731,1743.184631,1319.398762,1441.001427,586.3004209,868.255844,853.4349588,838.6990125,1000.636656,1046.263202,350.4799477,115.5187538,1265.015889,1777.812607,1585.457044,2035.543704,329.2162239,640.0069243,1823.130719,628.7324359,1273.199556,932.2638317,1575.47539,1978.037829,489.9632791,1027.840065,1648.249571,1900.39613,874.3010671,1279.481237,1243.58562,1895.74729,1953.49898,1268.378917,1149.705563,982.609006,1388.855911,1493.560508,1128.798521,2272.656107,499.9316507,2207.461033,1614.8966,730.4177116,1637.299609,986.2005177,978.8254416,1311.372957,2153.694915,1784.043165,2096.603711,1726.671983,377.780532,1984.924747,659.6180487,1091.060227,576.0462511,2269.224692,1160.852194,1090.913893,2003.762751,2056.517634,1550.888913,901.9472399,2364.956149,976.9143714,2224.521551
10,1582.47648,1210.271021,1047.211908,188.5539831,1507.356813,1124.34902,1237.213533,252.448735,846.7497635,0,1446.969793,1416.334295,999.1558142,1493.155918,1010.051402,1139.80694,1106.284774,631.0579002,1385.993619,1765.551929,1784.848606,499.4395991,1255.405706,515.8578053,822.6314113,798.5468528,74.02427038,238.0134255,419.2086506,1716.311207,704.6179826,1192.35428,758.3626525,790.3058803,1103.310408,879.4996145,1389.871235,614.2579208,1475.389754,1290.475846,1452.462929,1108.708766,484.7113698,1039.891698,1147.198351,1327.983053,827.6397332,1186.082082,1429.485727,572.5280816,1110.105233,446.9529308,1232.785091,1329.99761,530.0724049,880.9013785,791.4481124,1067.925812,751.1326765,511.6074806,1733.565294,1087.107459,1671.5607,1198.789012,1381.228601,853.7071342,681.0480809,1709.512147,872.2395882,1644.628451,1080.863794,1531.072361,1143.429246,610.2304555,1429.739463,881.2952812,1204.769715,1379.80701,1763.840129,725.7196728,1782.542042,1413.3583,1467.398201,986.6049275,1389.567754,1877.894564,1035.353817,1748.858929
11,2551.385379,292.9616293,1833.949978,1604.137601,2498.583251,408.8751241,2066.975373,1448.109967,608.3888341,1446.969793,0,2431.106508,1924.294685,51.3240507,2338.723074,2088.727127,1819.168078,1773.480632,2415.317655,2679.613691,713.3438973,952.836473,2144.890658,1892.042233,1931.964735,931.717424,1460.718355,1417.788962,1355.842874,570.4847734,1481.508649,319.3401502,714.5334999,1715.458338,2272.068768,2104.8359,2501.810246,861.1216408,38.27719428,2241.787279,89.70849286,1568.944234,1434.145436,2016.736913,2555.022459,119.0597591,1403.161227,2045.780158,2279.450064,1339.866217,1576.649434,1816.112086,2378.110485,2411.899657,1818.895052,1527.970396,1366.653565,1747.516701,2033.708634,1651.369794,2665.686056,583.4764538,2602.293428,1992.110746,526.0606721,2191.262044,1421.003549,530.0335112,1739.387878,2536.12937,2292.393645,2514.930752,2178.616049,889.0007568,2404.318372,948.9974214,1259.204101,171.1963635,2642.397677,1611.569028,674.9284791,2441.357596,2490.387123,2008.000545,815.5719846,2721.457866,1221.976704,2582.727292
12,169.8799278,2322.208109,606.5666991,1251.469417,92.43195,2287.888466,400.4347207,1209.013861,1997.978878,1416.334295,2431.106508,0,508.9185991,2457.926607,682.147687,342.5007978,644.5184585,791.1108377,34.93566066,359.7300818,2328.735187,1744.373234,306.1787372,987.9625077,596.0635613,1500.086218,1346.129041,1239.745517,1174.874455,2354.701386,959.1354809,2316.984833,1971.253095,733.138507,366.4322777,577.9437158,179.6479695,1668.820878,2441.124267,195.0446725,2386.189918,936.5034431,1075.535442,422.6345487,957.4982224,2333.949632,1029.378621,400.9236727,274.2101611,1124.184116,928.6415433,1023.011196,265.2321921,130.9160348,900.1450227,906.5038148,1064.565799,712.8724133,723.0924154,922.8861008,323.3052898,1858.478093,267.3903346,476.1484774,2053.174133,749.2717196,1020.393557,2377.260173,694.6669443,274.8422863,433.8141866,116.9597253,278.0259872,1620.784367,68.93436487,1485.678017,1318.44959,2286.194494,377.4290627,837.7971791,2356.584324,23.4615558,59.32545804,451.2182631,1843.215527,495.9692052,1264.882336,401.1381364
13,646.0803233,1813.788602,163.5391042,866.7524753,583.5942175,1781.58039,239.9077799,762.2570285,1494.055823,999.1558142,1924.294685,508.9185991,0,1952.197423,699.7590545,168.1121991,245.9045487,385.8694695,491.3538149,806.6192777,1868.888808,1258.030555,262.1300499,704.1739801,251.4861627,992.6422094,925.3012981,788.8815398,688.958277,1880.4018,450.7228182,1808.910457,1473.328589,233.0979728,429.821664,426.2774326,586.4744508,1165.586789,1935.219479,329.1568753,1881.528054,509.998153,588.5282387,97.93149282,1026.308233,1825.86644,527.95388,187.1828691,434.7203815,620.0337786,503.4541807,702.9241393,491.4024331,492.6984152,562.72847,410.6199435,559.8210087,283.3053665,512.8689713,488.1217393,782.0887597,1356.012968,716.9235876,218.8524077,1565.513896,652.4302636,511.9065127,1899.303794,185.7551911,671.2913199,491.2898084,602.809666,261.4838978,1116.291543,491.0095423,982.8774801,879.0318353,1782.100182,790.3883843,334.2004803,1892.487942,517.7840708,568.1954786,129.3640863,1378.480796,897.1494988,792.0044979,761.4753492
14,2575.905525,344.0136858,1858.57864,1648.64614,2524.18929,459.9031537,2090.382699,1489.662935,657.1171737,1493.155918,51.3240507,2457.926607,1952.197423,0,2377.298953,2115.803903,1841.624168,1809.34944,2442.73469,2701.47294,679.166542,1000.383946,2169.545491,1933.995002,1965.400219,960.5014421,1505.71559,1459.637871,1393.547652,535.1765334,1511.714095,370.3342528,764.2103824,1745.894809,2305.087355,2140.676167,2531.661789,903.1945595,18.09544532,2267.711353,79.65506409,1587.080754,1470.200045,2045.344347,2596.954197,167.1627746,1428.957033,2070.369637,2301.680582,1373.36215,1594.85345,1858.146119,2409.761466,2441.159075,1858.470324,1553.191953,1393.415708,1769.915465,2071.821273,1688.538928,2688.267509,603.9624572,2625.174753,2015.091187,520.4655121,2230.669875,1451.51356,493.3152789,1767.772628,2558.015187,2326.789168,2540.184559,2207.775464,929.4636818,2429.91474,973.4116056,1269.544988,178.5847509,2663.196011,1642.452979,639.2539199,2468.576842,2517.153044,2038.082077,811.4149225,2740.558595,1239.009897,2602.295627
15,834.7469496,2152.540363,862.4730184,821.5009972,762.5556365,2085.710803,836.3093059,904.6505075,1790.5595,1010.051402,2338.723074,682.147687,699.7590545,2377.298953,0,671.244937,945.6524688,586.2888186,648.061175,1017.146707,2452.428429,1466.721925,770.0576234,494.3053354,500.2192841,1459.974453,959.0119435,937.3024154,984.3522596,2435.085327,949.591326,2139.551049,1726.038794,752.9807168,339.3838772,286.8985964,547.8052483,1484.136131,2359.261736,704.5157094,2319.167959,1190.847697,914.8396338,629.4115496,327.0976186,2225.286953,1100.500491,790.0784338,881.1090317,1029.996738,1185.401769,564.1948927,416.9421727,551.8672981,522.766304,1022.990018,1109.740513,978.1046154,306.5707439,692.4098907,976.5606654,1836.4669,934.2210327,869.8386802,2096.99077,156.5889769,996.6746819,2444.748559,792.9942463,956.2281265,259.910424,785.5049438,553.8553225,1451.219896,737.4200749,1490.165735,1528.222445,2228.59524,1049.981872,825.9614267,2467.738873,664.4926592,701.8674393,572.7696557,1970.552789,1165.386999,1404.903174,1082.778168
16,478.3641313,1981.554521,276.4717267,994.354401,415.5129032,1949.692006,165.5287796,911.7674663,1662.017711,1139.80694,2088.727127,342.5007978,168.1121991,2115.803903,671.244937,0,333.7585536,511.2086453,327.2056877,642.7717645,2008.861932,1422.048303,123.7106086,789.5652752,334.919908,1157.591539,1066.700571,940.0705126,851.8087053,2027.127915,618.6718015,1976.813814,1640.295749,398.9132649,351.3752906,437.4111705,437.8843232,1333.419129,2098.953373,161.8595202,2044.377853,625.7296085,751.386308,99.92106256,995.0178213,1991.455483,687.9889658,119.8296523,292.9871136,787.8426226,618.3279837,802.6112961,372.1569679,342.0400539,665.0343264,566.4563425,722.3919474,393.7522002,558.5094638,629.5393969,616.6852829,1517.308658,551.7300397,204.7487723,1718.557726,662.6080196,679.8017537,2047.802477,353.1608394,511.0201306,427.075765,434.708889,134.5241934,1284.276067,322.9347218,1144.251573,1006.031413,1944.554699,630.7646717,501.5988558,2034.446993,352.7898544,401.8210193,159.9189402,1519.853302,741.1937211,935.6628189,609.4276198
17,739.188159,1744.946754,85.94428002,1005.928762,695.6299427,1728.534163,251.3139091,855.2582678,1455.964654,1106.284774,1819.168078,644.5184585,245.9045487,1841.624168,945.6524688,333.7585536,0,560.539299,638.6535648,860.6269669,1684.804951,1270.553457,339.5056274,904.5665559,480.3058684,903.3484723,1033.127887,875.2593987,731.3639343,1710.508801,437.744536,1743.702572,1454.795274,328.2109618,663.8785575,670.4621762,767.1227639,1137.649766,1825.526507,449.7569096,1767.005055,294.142161,638.7446914,325.4454503,1272.199658,1730.064835,430.1676263,243.8169891,460.3004583,617.041429,286.4962244,888.7621354,704.1246429,671.3552132,752.2271521,306.3320202,474.0873363,71.71870334,745.5708592,622.4941398,846.6509581,1237.759325,783.6209473,174.4839981,1413.803794,894.3370182,488.9424502,1733.628144,242.8424508,717.1680463,730.8811805,708.4999411,464.6793548,1084.660912,602.9751164,871.1156168,676.3758674,1666.068229,825.8174921,380.7822376,1712.229528,660.3547691,701.1023635,373.8246797,1198.698294,913.3183629,622.9926958,772.7820567
18,954.5542284,1611.332062,481.6765715,484.0086259,880.7081231,1557.977872,624.9904816,418.930103,1261.143058,631.0579002,1773.480632,791.1108377,385.8694695,1809.34944,586.2888186,511.2086453,560.539299,0,762.4203862,1135.524621,1868.353738,972.0928431,630.1761972,348.2528885,195.264261,875.5670708,558.9082021,450.4218519,424.0647142,1848.873616,373.8460141,1601.410842,1215.647587,244.274408,517.962792,331.3601311,788.5955837,938.2193759,1791.468634,659.4784152,1747.522794,702.3374465,339.3587471,411.5341564,868.4838907,1663.535435,535.8186752,570.915095,803.3598939,445.1560403,699.3402301,328.2630973,640.1065976,716.8574443,192.7935977,487.9395433,536.4997139,551.9439113,286.080034,135.6594504,1104.343544,1253.317253,1041.70657,601.2487605,1510.778296,462.1455429,414.6619645,1858.4702,323.6625636,1013.570624,523.8348419,903.9547328,514.8597669,898.1876887,800.2889689,903.8769232,982.2509525,1654.19901,1132.803877,268.2092114,1882.683392,790.2064814,844.6179633,355.7612539,1390.203765,1246.904606,841.4783558,1118.735612
19,203.5931921,2302.75114,596.521389,1219.990997,125.9703817,2266.978823,399.26357,1180.852808,1976.208374,1385.993619,2415.317655,34.93566066,491.3538149,2442.73469,648.061175,327.2056877,638.6535648,762.4203862,0,393.7280069,2323.454187,1719.191961,303.5657745,954.2949381,567.1861696,1483.819848,1316.102789,1211.803361,1150.392324,2347.200329,940.2181447,2297.18305,1947.901861,712.2090935,331.5203476,543.8666965,158.7667892,1646.993862,2425.841713,189.7860633,2371.487115,931.9405091,1051.423114,402.2543915,925.9419318,2317.217715,1015.192519,394.9167307,291.6478874,1103.136711,924.1468828,990.0646512,231.3209291,98.1411751,868.1363394,893.3193129,1049.406857,705.8082882,689.0643974,894.946651,356.8410064,1844.513019,301.8019424,473.5022768,2043.045474,714.340757,1001.489435,2369.143266,676.9365291,309.52708,398.9817158,150.6069021,251.9652042,1599.395854,94.9860615,1471.455157,1314.279825,2271.716326,412.2966523,817.1779804,2350.699062,27.95830359,82.32464612,426.8645236,1836.789661,530.795986,1256.369648,435.7025904
20,190.2190161,2599.722485,853.9569056,1605.586956,267.7951446,2576.28283,616.4555661,1548.464982,2294.063435,1765.551929,2679.613691,359.7300818,806.6192777,2701.47294,1017.146707,642.7717645,860.6269669,1135.524621,393.7280069,0,2488.771786,2064.368451,550.9913733,1347.625426,942.9507336,1761.182115,1694.085669,1577.935002,1494.43877,2534.259292,1248.03495,2597.095641,2278.302599,1039.695353,722.2264998,937.5886224,470.1658505,1967.456827,2685.514285,482.2744062,2626.304183,1123.361994,1393.984091,738.9111339,1257.523156,2590.553976,1284.865773,646.1817082,400.4304453,1423.487177,1115.361971,1381.646423,608.184302,476.4148147,1256.505661,1158.966729,1325.914109,932.1968197,1082.773502,1262.937299,41.06442368,2097.512631,94.11740828,689.0374777,2258.671632,1100.81124,1307.875891,2562.000073,984.2725113,143.4843226,783.6621053,243.1582043,622.4104483,1916.83087,336.0136975,1731.721813,1487.057411,2525.262938,67.71033166,1139.890633,2521.752121,369.5967896,321.8853914,783.0923619,2019.88772,152.2581135,1471.044512,154.5766306
21,2406.816542,955.515297,1732.40945,1889.460677,2373.543445,1058.762707,1929.863921,1681.477924,1110.047816,1784.848606,713.3438973,2328.735187,1868.888808,679.166542,2452.428429,2008.861932,1684.804951,1868.353738,2323.454187,2488.771786,0,1373.555634,2022.678274,2100.46154,1971.003043,1024.455609,1768.517656,1660.129609,1524.019434,144.6781912,1504.128856,980.2506141,1223.670637,1718.883409,2283.442407,2177.227825,2446.742901,1183.522587,680.6173471,2134.398657,627.2093588,1392.294102,1563.402706,1966.71395,2731.233411,760.289261,1363.688591,1928.594698,2112.030798,1435.18759,1400.18189,2031.064713,2359.907673,2350.895361,1982.150303,1464.431725,1347.347493,1618.227888,2154.072345,1780.407599,2486.377155,698.9273563,2430.099177,1853.204964,405.4345426,2329.114064,1455.754827,189.1045198,1706.398813,2351.450854,2327.769704,2383.549804,2127.999229,1177.529645,2283.442948,972.5892322,1011.244688,599.821573,2437.024611,1632.069252,47.4644921,2345.031247,2384.429196,1983.394692,490.5274986,2488.062979,1076.969465,2361.460845
